,category,scientific_name,common_names,conservation_status,park_name,observations
288,Mammal,Microtus pinetorum,Woodland Vole,Not in Danger,Yellowstone National Park,248
289,Mammal,Microtus pinetorum,Woodland Vole,Not in Danger,Great Smoky Mountains National Park,94
290,Mammal,Microtus pinetorum,Woodland Vole,Not in Danger,Yosemite National Park,159
291,Mammal,Microtus pinetorum,Woodland Vole,Not in Danger,Bryce National Park,108
292,Mammal,Neotoma floridana,Eastern Woodrat,Not in Danger,Bryce National Park,114
293,Mammal,Neotoma floridana,Eastern Woodrat,Not in Danger,Great Smoky Mountains National Park,78
294,Mammal,Neotoma floridana,Eastern Woodrat,Not in Danger,Yellowstone National Park,256
295,Mammal,Neotoma floridana,Eastern Woodrat,Not in Danger,Yosemite National Park,117
296,Mammal,Neotoma magister,"Allegheny Woodrat, Appalachian Woodrat",Not in Danger,Bryce National Park,96
297,Mammal,Neotoma magister,"Allegheny Woodrat, Appalachian Woodrat",Not in Danger,Great Smoky Mountains National Park,105
298,Mammal,Neotoma magister,"Allegheny Woodrat, Appalachian Woodrat",Not in Danger,Yellowstone National Park,231
299,Mammal,Neotoma magister,"Allegheny Woodrat, Appalachian Woodrat",Not in Danger,Yosemite National Park,127
300,Mammal,Ochrotomys nuttalli,Golden Mouse,Not in Danger,Bryce National Park,57
301,Mammal,Ochrotomys nuttalli,Golden Mouse,Not in Danger,Great Smoky Mountains National Park,59
302,Mammal,Ochrotomys nuttalli,Golden Mouse,Not in Danger,Yellowstone National Park,267
303,Mammal,Ochrotomys nuttalli,Golden Mouse,Not in Danger,Yosemite National Park,161
304,Mammal,Ondatra zibethicus,Muskrat,Not in Danger,Bryce National Park,56
305,Mammal,Ondatra zibethicus,Muskrat,Not in Danger,Bryce National Park,57
306,Mammal,Ondatra zibethicus,Muskrat,Not in Danger,Great Smoky Mountains National Park,61
307,Mammal,Ondatra zibethicus,Muskrat,Not in Danger,Yellowstone National Park,275
308,Mammal,Ondatra zibethicus,Muskrat,Not in Danger,Great Smoky Mountains National Park,64
309,Mammal,Ondatra zibethicus,Muskrat,Not in Danger,Yosemite National Park,132
310,Mammal,Ondatra zibethicus,Muskrat,Not in Danger,Yellowstone National Park,233
311,Mammal,Ondatra zibethicus,Muskrat,Not in Danger,Yosemite National Park,165
312,Mammal,Oryzomys palustris,Marsh Rice Rat,Not in Danger,Great Smoky Mountains National Park,88
313,Mammal,Oryzomys palustris,Marsh Rice Rat,Not in Danger,Yosemite National Park,141
314,Mammal,Oryzomys palustris,Marsh Rice Rat,Not in Danger,Yellowstone National Park,266
315,Mammal,Oryzomys palustris,Marsh Rice Rat,Not in Danger,Bryce National Park,117
316,Mammal,Oryzomys palustris palustris,Marsh Rice Rat,Not in Danger,Yosemite National Park,118
317,Mammal,Oryzomys palustris palustris,Marsh Rice Rat,Not in Danger,Bryce National Park,124
318,Mammal,Oryzomys palustris palustris,Marsh Rice Rat,Not in Danger,Yellowstone National Park,242
319,Mammal,Oryzomys palustris palustris,Marsh Rice Rat,Not in Danger,Great Smoky Mountains National Park,40
320,Mammal,Peromyscus gossypinus,Cotton Mouse,Not in Danger,Yellowstone National Park,261
321,Mammal,Peromyscus gossypinus,Cotton Mouse,Not in Danger,Yosemite National Park,133
322,Mammal,Peromyscus gossypinus,Cotton Mouse,Not in Danger,Bryce National Park,102
323,Mammal,Peromyscus gossypinus,Cotton Mouse,Not in Danger,Great Smoky Mountains National Park,72
324,Mammal,Peromyscus leucopus,White-Footed Mouse,Not in Danger,Yellowstone National Park,251
325,Mammal,Peromyscus leucopus,White-Footed Mouse,Not in Danger,Great Smoky Mountains National Park,67
326,Mammal,Peromyscus leucopus,White-Footed Mouse,Not in Danger,Yosemite National Park,148
327,Mammal,Peromyscus leucopus,White-Footed Mouse,Not in Danger,Bryce National Park,73
328,Mammal,Peromyscus maniculatus,Deer Mouse,Not in Danger,Great Smoky Mountains National Park,71
329,Mammal,Peromyscus maniculatus,Deer Mouse,Not in Danger,Yosemite National Park,134
330,Mammal,Peromyscus maniculatus,Deer Mouse,Not in Danger,Yellowstone National Park,234
331,Mammal,Peromyscus maniculatus,Deer Mouse,Not in Danger,Bryce National Park,75
332,Mammal,Peromyscus maniculatus,Deer Mouse,Not in Danger,Bryce National Park,105
333,Mammal,Peromyscus maniculatus,Deer Mouse,Not in Danger,Great Smoky Mountains National Park,43
334,Mammal,Peromyscus maniculatus,Deer Mouse,Not in Danger,Yosemite National Park,123
335,Mammal,Peromyscus maniculatus,Deer Mouse,Not in Danger,Yellowstone National Park,203
336,Mammal,Reithrodontomys humulis,Eastern Harvest Mouse,Not in Danger,Yellowstone National Park,222
337,Mammal,Reithrodontomys humulis,Eastern Harvest Mouse,Not in Danger,Yosemite National Park,147
338,Mammal,Reithrodontomys humulis,Eastern Harvest Mouse,Not in Danger,Great Smoky Mountains National Park,34
339,Mammal,Reithrodontomys humulis,Eastern Harvest Mouse,Not in Danger,Bryce National Park,106
340,Mammal,Synaptomys cooperi,Southern Bog Lemming,Not in Danger,Yellowstone National Park,235
341,Mammal,Synaptomys cooperi,Southern Bog Lemming,Not in Danger,Bryce National Park,77
342,Mammal,Synaptomys cooperi,Southern Bog Lemming,Not in Danger,Yosemite National Park,183
343,Mammal,Synaptomys cooperi,Southern Bog Lemming,Not in Danger,Great Smoky Mountains National Park,63
344,Mammal,Synaptomys cooperi stonei,Stone's Southern Bog Lemming,Not in Danger,Great Smoky Mountains National Park,52
345,Mammal,Synaptomys cooperi stonei,Stone's Southern Bog Lemming,Not in Danger,Yosemite National Park,189
346,Mammal,Synaptomys cooperi stonei,Stone's Southern Bog Lemming,Not in Danger,Yellowstone National Park,236
347,Mammal,Synaptomys cooperi stonei,Stone's Southern Bog Lemming,Not in Danger,Bryce National Park,121
348,Mammal,Napaeozapus insignis,Woodland Jumping Mouse,Not in Danger,Bryce National Park,130
349,Mammal,Napaeozapus insignis,Woodland Jumping Mouse,Not in Danger,Great Smoky Mountains National Park,74
350,Mammal,Napaeozapus insignis,Woodland Jumping Mouse,Not in Danger,Yellowstone National Park,252
351,Mammal,Napaeozapus insignis,Woodland Jumping Mouse,Not in Danger,Yosemite National Park,120
352,Mammal,Zapus hudsonius,Meadow Jumping Mouse,Not in Danger,Yosemite National Park,152
353,Mammal,Zapus hudsonius,Meadow Jumping Mouse,Not in Danger,Yellowstone National Park,276
354,Mammal,Zapus hudsonius,Meadow Jumping Mouse,Not in Danger,Great Smoky Mountains National Park,35
355,Mammal,Zapus hudsonius,Meadow Jumping Mouse,Not in Danger,Bryce National Park,84
356,Mammal,Erethizon dorsatum,"Common Porcupine, Porcupine",Not in Danger,Yellowstone National Park,219
357,Mammal,Erethizon dorsatum,"Common Porcupine, Porcupine",Not in Danger,Yosemite National Park,141
358,Mammal,Erethizon dorsatum,"Common Porcupine, Porcupine",Not in Danger,Bryce National Park,126
359,Mammal,Erethizon dorsatum,"Common Porcupine, Porcupine",Not in Danger,Great Smoky Mountains National Park,102
360,Mammal,Erethizon dorsatum,"Common Porcupine, Porcupine",Not in Danger,Yosemite National Park,153
361,Mammal,Erethizon dorsatum,"Common Porcupine, Porcupine",Not in Danger,Great Smoky Mountains National Park,53
362,Mammal,Erethizon dorsatum,"Common Porcupine, Porcupine",Not in Danger,Yellowstone National Park,243
363,Mammal,Erethizon dorsatum,"Common Porcupine, Porcupine",Not in Danger,Bryce National Park,84
364,Mammal,Mus musculus,House Mouse,Not in Danger,Bryce National Park,101
365,Mammal,Mus musculus,House Mouse,Not in Danger,Yosemite National Park,144
366,Mammal,Mus musculus,House Mouse,Not in Danger,Great Smoky Mountains National Park,69
367,Mammal,Mus musculus,House Mouse,Not in Danger,Yellowstone National Park,262
368,Mammal,Rattus norvegicus,Norway Rat,Not in Danger,Bryce National Park,81
369,Mammal,Rattus norvegicus,Norway Rat,Not in Danger,Yosemite National Park,145
370,Mammal,Rattus norvegicus,Norway Rat,Not in Danger,Yellowstone National Park,244
371,Mammal,Rattus norvegicus,Norway Rat,Not in Danger,Great Smoky Mountains National Park,77
372,Mammal,Rattus rattus,Black Rat,Not in Danger,Yellowstone National Park,239
373,Mammal,Rattus rattus,Black Rat,Not in Danger,Great Smoky Mountains National Park,77
374,Mammal,Rattus rattus,Black Rat,Not in Danger,Yosemite National Park,121
375,Mammal,Rattus rattus,Black Rat,Not in Danger,Bryce National Park,85
376,Mammal,Glaucomys sabrinus coloratus,"Carolina Northern Flying Squirrel, Northern Flying Squirrel",Endangered,Bryce National Park,29
377,Mammal,Glaucomys sabrinus coloratus,"Carolina Northern Flying Squirrel, Northern Flying Squirrel",Endangered,Great Smoky Mountains National Park,21
378,Mammal,Glaucomys sabrinus coloratus,"Carolina Northern Flying Squirrel, Northern Flying Squirrel",Endangered,Yosemite National Park,36
379,Mammal,Glaucomys sabrinus coloratus,"Carolina Northern Flying Squirrel, Northern Flying Squirrel",Endangered,Yellowstone National Park,67
380,Mammal,Glaucomys volans,Southern Flying Squirrel,Not in Danger,Yosemite National Park,117
381,Mammal,Glaucomys volans,Southern Flying Squirrel,Not in Danger,Yellowstone National Park,237
382,Mammal,Glaucomys volans,Southern Flying Squirrel,Not in Danger,Great Smoky Mountains National Park,40
383,Mammal,Glaucomys volans,Southern Flying Squirrel,Not in Danger,Bryce National Park,100
384,Mammal,Marmota monax,Woodchuck,Not in Danger,Bryce National Park,76
385,Mammal,Marmota monax,Woodchuck,Not in Danger,Great Smoky Mountains National Park,80
386,Mammal,Marmota monax,Woodchuck,Not in Danger,Yellowstone National Park,261
387,Mammal,Marmota monax,Woodchuck,Not in Danger,Yosemite National Park,164
388,Mammal,Sciurus carolinensis,"Eastern Gray Squirrel, Gray Squirrel",Not in Danger,Yellowstone National Park,245
389,Mammal,Sciurus carolinensis,"Eastern Gray Squirrel, Gray Squirrel",Not in Danger,Bryce National Park,69
390,Mammal,Sciurus carolinensis,"Eastern Gray Squirrel, Gray Squirrel",Not in Danger,Yosemite National Park,162
391,Mammal,Sciurus carolinensis,"Eastern Gray Squirrel, Gray Squirrel",Not in Danger,Great Smoky Mountains National Park,77
392,Mammal,Sciurus niger,"Eastern Fox Squirrel, Fox Squirrel",Not in Danger,Yellowstone National Park,254
393,Mammal,Sciurus niger,"Eastern Fox Squirrel, Fox Squirrel",Not in Danger,Great Smoky Mountains National Park,94
394,Mammal,Sciurus niger,"Eastern Fox Squirrel, Fox Squirrel",Not in Danger,Yosemite National Park,130
395,Mammal,Sciurus niger,"Eastern Fox Squirrel, Fox Squirrel",Not in Danger,Bryce National Park,94
396,Mammal,Tamias striatus,Eastern Chipmunk,Not in Danger,Great Smoky Mountains National Park,53
397,Mammal,Tamias striatus,Eastern Chipmunk,Not in Danger,Bryce National Park,98
398,Mammal,Tamias striatus,Eastern Chipmunk,Not in Danger,Yellowstone National Park,212
399,Mammal,Tamias striatus,Eastern Chipmunk,Not in Danger,Yosemite National Park,148
400,Mammal,Tamiasciurus hudsonicus,Red Squirrel,Not in Danger,Yosemite National Park,158
401,Mammal,Tamiasciurus hudsonicus,Red Squirrel,Not in Danger,Yellowstone National Park,248
402,Mammal,Tamiasciurus hudsonicus,Red Squirrel,Not in Danger,Great Smoky Mountains National Park,54
403,Mammal,Tamiasciurus hudsonicus,Red Squirrel,Not in Danger,Bryce National Park,71
404,Mammal,Blarina brevicauda,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",Not in Danger,Bryce National Park,77
405,Mammal,Blarina brevicauda,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",Not in Danger,Great Smoky Mountains National Park,86
406,Mammal,Blarina brevicauda,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",Not in Danger,Yellowstone National Park,244
407,Mammal,Blarina brevicauda,"Northern Short Tailed Shrew, Northern Short-Tailed Shrew",Not in Danger,Yosemite National Park,185
408,Mammal,Cryptotis parva,Least Shrew,Not in Danger,Great Smoky Mountains National Park,68
409,Mammal,Cryptotis parva,Least Shrew,Not in Danger,Yosemite National Park,152
410,Mammal,Cryptotis parva,Least Shrew,Not in Danger,Yellowstone National Park,277
411,Mammal,Cryptotis parva,Least Shrew,Not in Danger,Bryce National Park,153
412,Mammal,Sorex cinereus,"Common Shrew, Masked Shrew",Not in Danger,Great Smoky Mountains National Park,47
413,Mammal,Sorex cinereus,"Common Shrew, Masked Shrew",Not in Danger,Bryce National Park,113
414,Mammal,Sorex cinereus,"Common Shrew, Masked Shrew",Not in Danger,Yosemite National Park,121
415,Mammal,Sorex cinereus,"Common Shrew, Masked Shrew",Not in Danger,Bryce National Park,121
416,Mammal,Sorex cinereus,"Common Shrew, Masked Shrew",Not in Danger,Yellowstone National Park,293
417,Mammal,Sorex cinereus,"Common Shrew, Masked Shrew",Not in Danger,Yellowstone National Park,236
418,Mammal,Sorex cinereus,"Common Shrew, Masked Shrew",Not in Danger,Yosemite National Park,122
419,Mammal,Sorex cinereus,"Common Shrew, Masked Shrew",Not in Danger,Great Smoky Mountains National Park,85
420,Mammal,Sorex dispar,"Long-Tailed Or Rock Shrew, Long-Tailed Shrew",Not in Danger,Bryce National Park,123
421,Mammal,Sorex dispar,"Long-Tailed Or Rock Shrew, Long-Tailed Shrew",Not in Danger,Great Smoky Mountains National Park,100
422,Mammal,Sorex dispar,"Long-Tailed Or Rock Shrew, Long-Tailed Shrew",Not in Danger,Yellowstone National Park,285
423,Mammal,Sorex dispar,"Long-Tailed Or Rock Shrew, Long-Tailed Shrew",Not in Danger,Yosemite National Park,157
424,Mammal,Sorex fumeus,Smoky Shrew,Not in Danger,Yosemite National Park,133
425,Mammal,Sorex fumeus,Smoky Shrew,Not in Danger,Great Smoky Mountains National Park,101
426,Mammal,Sorex fumeus,Smoky Shrew,Not in Danger,Bryce National Park,101
427,Mammal,Sorex fumeus,Smoky Shrew,Not in Danger,Yellowstone National Park,266
428,Mammal,Sorex hoyi,Pygmy Shrew,Not in Danger,Yosemite National Park,141
429,Mammal,Sorex hoyi,Pygmy Shrew,Not in Danger,Great Smoky Mountains National Park,42
430,Mammal,Sorex hoyi,Pygmy Shrew,Not in Danger,Yellowstone National Park,286
431,Mammal,Sorex hoyi,Pygmy Shrew,Not in Danger,Great Smoky Mountains National Park,87
432,Mammal,Sorex hoyi,Pygmy Shrew,Not in Danger,Bryce National Park,121
433,Mammal,Sorex hoyi,Pygmy Shrew,Not in Danger,Yellowstone National Park,287
434,Mammal,Sorex hoyi,Pygmy Shrew,Not in Danger,Bryce National Park,82
435,Mammal,Sorex hoyi,Pygmy Shrew,Not in Danger,Yosemite National Park,177
436,Mammal,Sorex longirostris,Southeastern Shrew,Not in Danger,Yosemite National Park,151
437,Mammal,Sorex longirostris,Southeastern Shrew,Not in Danger,Yellowstone National Park,248
438,Mammal,Sorex longirostris,Southeastern Shrew,Not in Danger,Bryce National Park,77
439,Mammal,Sorex longirostris,Southeastern Shrew,Not in Danger,Great Smoky Mountains National Park,42
440,Mammal,Sorex palustris,Water Shrew,Not in Danger,Yosemite National Park,160
441,Mammal,Sorex palustris,Water Shrew,Not in Danger,Bryce National Park,53
442,Mammal,Sorex palustris,Water Shrew,Not in Danger,Bryce National Park,115
443,Mammal,Sorex palustris,Water Shrew,Not in Danger,Great Smoky Mountains National Park,103
444,Mammal,Sorex palustris,Water Shrew,Not in Danger,Yosemite National Park,147
445,Mammal,Sorex palustris,Water Shrew,Not in Danger,Yellowstone National Park,234
446,Mammal,Sorex palustris,Water Shrew,Not in Danger,Yellowstone National Park,280
447,Mammal,Sorex palustris,Water Shrew,Not in Danger,Great Smoky Mountains National Park,66
448,Mammal,Condylura cristata,Star-Nosed Mole,Not in Danger,Great Smoky Mountains National Park,70
449,Mammal,Condylura cristata,Star-Nosed Mole,Not in Danger,Yellowstone National Park,265
450,Mammal,Condylura cristata,Star-Nosed Mole,Not in Danger,Bryce National Park,99
451,Mammal,Condylura cristata,Star-Nosed Mole,Not in Danger,Yosemite National Park,134
452,Mammal,Parascalops breweri,Hairy-Tailed Mole,Not in Danger,Bryce National Park,100
453,Mammal,Parascalops breweri,Hairy-Tailed Mole,Not in Danger,Yellowstone National Park,256
454,Mammal,Parascalops breweri,Hairy-Tailed Mole,Not in Danger,Yosemite National Park,130
455,Mammal,Parascalops breweri,Hairy-Tailed Mole,Not in Danger,Great Smoky Mountains National Park,72
456,Mammal,Scalopus aquaticus,Eastern Mole,Not in Danger,Great Smoky Mountains National Park,81
457,Mammal,Scalopus aquaticus,Eastern Mole,Not in Danger,Yellowstone National Park,227
458,Mammal,Scalopus aquaticus,Eastern Mole,Not in Danger,Yosemite National Park,179
459,Mammal,Scalopus aquaticus,Eastern Mole,Not in Danger,Bryce National Park,122
460,Bird,Vermivora pinus X chrysoptera,Brewster's Warbler,Not in Danger,Great Smoky Mountains National Park,98
461,Bird,Vermivora pinus X chrysoptera,Brewster's Warbler,Not in Danger,Yosemite National Park,136
462,Bird,Vermivora pinus X chrysoptera,Brewster's Warbler,Not in Danger,Yellowstone National Park,259
463,Bird,Vermivora pinus X chrysoptera,Brewster's Warbler,Not in Danger,Bryce National Park,89
464,Bird,Accipiter cooperii,Cooper's Hawk,Species of Concern,Bryce National Park,95
465,Bird,Accipiter cooperii,Cooper's Hawk,Species of Concern,Yosemite National Park,138
466,Bird,Accipiter cooperii,Cooper's Hawk,Species of Concern,Yellowstone National Park,245
467,Bird,Accipiter cooperii,Cooper's Hawk,Species of Concern,Great Smoky Mountains National Park,65
468,Bird,Accipiter gentilis,Northern Goshawk,Not in Danger,Great Smoky Mountains National Park,78
469,Bird,Accipiter gentilis,Northern Goshawk,Not in Danger,Yellowstone National Park,232
470,Bird,Accipiter gentilis,Northern Goshawk,Not in Danger,Yosemite National Park,163
471,Bird,Accipiter gentilis,Northern Goshawk,Not in Danger,Bryce National Park,109
472,Bird,Accipiter striatus,Sharp-Shinned Hawk,Species of Concern,Yosemite National Park,115
473,Bird,Accipiter striatus,Sharp-Shinned Hawk,Species of Concern,Yellowstone National Park,200
